1,2,3,4,5,6,7,8,9,x
1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0,0,1
1.52152,13.05,3.65,0.87,72.22,0.19,9.85,0,0.17,0
1.5174299999999998,13.3,3.6,1.14,73.09,0.58,8.17,0,0,0
1.51793,12.79,3.5,1.12,73.03,0.64,8.77,0,0,0
1.51847,13.1,3.97,1.19,72.44,0.6,8.43,0,0,1
1.52101,13.64,4.49,1.1,71.78,0.06,8.75,0,0,0
1.51766,13.21,3.69,1.29,72.61,0.57,8.22,0,0,0
1.52081,13.78,2.28,1.43,71.99,0.49,9.85,0,0.17,1
1.52211,14.19,3.78,0.91,71.36,0.23,9.14,0,0.37,0
1.51841,13.02,3.62,1.06,72.34,0.64,9.13,0,0.15,1
1.5159,13.02,3.58,1.51,73.12,0.69,7.96,0,0,1
1.51631,13.34,3.57,1.57,72.87,0.61,7.89,0,0,1
1.5241,13.83,2.9,1.17,71.15,0.08,10.79,0,0,1
1.51763,12.8,3.66,1.27,73.01,0.6,8.56,0,0,0
1.51761,13.89,3.6,1.36,72.73,0.48,7.83,0,0,0
1.51763,12.61,3.59,1.31,73.29,0.58,8.5,0,0,0
1.519,13.49,3.48,1.35,71.95,0.55,9,0,0,0
1.52121,14.03,3.76,0.58,71.79,0.11,9.65,0,0,0
