1,2,3,4,5,6,7,8,9,10,11,12,x
15,0,0,0,1,0,250,72,3158,20,1976,11,1
19,0,0,0,1,0,250,88,3302,16,1972,11,1
18,1,0,0,0,0,70,90,2124,14,1974,14,0
29.5,0,1,0,0,0,98,68,2135,17,1979,13,0
16.2,0,0,0,1,0,163,133,3410,16,1979,20,0
17.5,0,0,0,0,1,318,140,4080,14,1979,9,1
23,0,0,0,1,0,198,95,2904,16,1974,21,1
19.9,0,0,0,0,1,260,110,3365,16,1979,18,1
16,0,0,0,1,0,225,105,3439,16,1972,21,1
20,0,0,0,1,0,156,122,2807,14,1974,26,0
32.4,0,1,0,0,0,107,72,2290,17,1981,13,0
14,0,0,0,0,1,400,175,4385,12,1973,22,1
14,0,0,0,0,1,304,150,3672,12,1974,0,1
19.8,0,0,0,1,0,200,85,2990,18,1980,16,1
33.8,0,1,0,0,0,97,67,2145,18,1981,25,0
18,0,0,0,0,1,318,150,3436,11,1971,21,1
34,0,1,0,0,0,112,88,2395,18,1983,6,1
18,0,0,0,1,0,250,105,3459,16,1976,6,1
13,0,0,0,0,1,440,215,4735,11,1974,7,1
13,0,0,0,0,1,400,190,4422,13,1973,7,1
15,0,0,0,0,1,350,145,4082,13,1974,6,1
14,0,0,0,0,1,318,150,4077,14,1973,21,1
29,0,1,0,0,0,90,70,1937,14,1976,29,0
26,0,1,0,0,0,116,75,2246,14,1975,10,0
23.9,0,0,0,0,1,260,90,3420,22,1980,18,1
40.8,0,1,0,0,0,85,65,2110,19,1981,8,0
18,0,0,0,1,0,250,88,3021,17,1974,11,1
25.4,0,0,0,1,0,168,116,2900,13,1982,26,0
22,0,0,0,1,0,146,97,2815,15,1978,8,0
17.7,0,0,0,1,0,231,165,3445,13,1979,3,1
22,0,0,0,1,0,225,100,3233,15,1977,21,1
32.9,0,1,0,0,0,119,100,2615,15,1982,8,0
37,0,1,0,0,0,85,65,1975,19,1982,8,0
15,0,0,0,0,1,302,130,4295,15,1978,16,1
14,0,0,0,0,1,318,150,4457,14,1975,9,1
16.5,0,0,0,1,0,168,120,3820,17,1977,15,0
14,0,0,0,0,1,302,137,4042,15,1974,11,1
10,0,0,0,0,1,360,215,4615,14,1971,11,1
21,0,0,0,1,0,200,85,2587,16,1971,11,1
28,0,1,0,0,0,120,79,2625,19,1983,11,1
16,0,0,0,0,1,318,150,4498,15,1976,21,1
14,0,0,0,0,1,318,150,4096,13,1972,21,1
23,0,1,0,0,0,122,86,2220,14,1972,16,1
16,0,0,0,0,1,400,180,4220,11,1978,22,1
25,0,1,0,0,0,110,87,2672,18,1971,20,0
14,0,0,0,0,1,454,220,4354,9,1971,6,1
15,0,0,0,0,1,318,150,3399,11,1974,9,1
32.1,0,1,0,0,0,98,70,2120,16,1981,6,1
24,0,1,0,0,0,121,110,2660,14,1974,24,0
36.4,0,0,1,0,0,121,67,2950,20,1981,1,0
13,0,0,0,0,1,350,145,3988,13,1974,6,1
23.5,0,0,0,1,0,173,110,2725,13,1982,6,1
24,0,1,0,0,0,113,95,2372,15,1971,26,0
22,0,0,0,1,0,232,112,2835,15,1983,11,1
25.1,0,1,0,0,0,140,88,2720,15,1979,11,1
20.5,0,0,0,1,0,231,105,3425,17,1978,3,1
9,0,0,0,0,1,304,193,4732,19,1971,12,1
13,0,0,0,0,1,400,175,5140,12,1972,22,1
35.7,0,1,0,0,0,98,80,1915,14,1980,9,1
24,0,1,0,0,0,90,75,2108,16,1975,10,0
30.7,0,0,0,1,0,145,76,3160,20,1982,28,0
34.7,0,1,0,0,0,105,63,2215,15,1982,21,1
31,0,1,0,0,0,79,67,2000,16,1975,10,0
29.8,0,1,0,0,0,134,90,2711,16,1981,26,0
22,0,1,0,0,0,121,76,2511,18,1973,29,0
25,0,1,0,0,0,104,95,2375,18,1971,24,0
37,0,1,0,0,0,91,68,2025,18,1983,14,0
32,0,1,0,0,0,71,65,1836,21,1975,26,0
38,0,1,0,0,0,91,67,1995,16,1983,8,0
27.4,0,1,0,0,0,121,80,2670,15,1980,0,1
21.5,0,0,0,1,0,231,115,3245,15,1980,22,1
31,0,1,0,0,0,79,67,1950,19,1975,8,0
23.9,0,1,0,0,0,119,97,2405,15,1979,8,0
15.5,0,0,0,0,1,318,145,4140,14,1978,9,1
23.7,1,0,0,0,0,70,100,2420,13,1981,14,0
20,0,0,0,1,0,232,100,2914,16,1976,0,1
22.3,0,1,0,0,0,140,88,2890,17,1980,11,1
13,0,0,0,0,1,350,155,4502,14,1973,3,1
29.8,0,1,0,0,0,89,62,1845,15,1981,29,0
31.5,0,1,0,0,0,89,71,1990,15,1979,29,0
36,0,1,0,0,0,107,75,2205,15,1983,13,0
13,0,0,0,0,1,302,140,4294,16,1973,11,1
24.2,0,0,0,1,0,146,120,2930,14,1982,8,0
20,0,0,0,0,1,262,110,3221,14,1976,6,1
19,0,0,0,1,0,232,90,3211,17,1976,0,1
28,0,1,0,0,0,140,90,2264,16,1972,6,1
24,0,1,0,0,0,134,96,2702,14,1976,26,0
19,0,0,0,1,0,225,95,3264,16,1976,21,1
30,0,1,0,0,0,98,68,2155,17,1979,6,1
33.7,0,1,0,0,0,107,75,2210,14,1982,13,0
14,0,0,0,0,1,351,153,4154,14,1972,11,1
19,0,1,0,0,0,122,85,2310,19,1974,11,1
19.2,0,0,0,1,0,231,105,3535,19,1979,22,1
18.6,0,0,0,1,0,225,110,3620,19,1979,9,1
18.1,0,0,0,1,0,258,120,3410,15,1979,0,1
15.5,0,0,0,0,1,304,120,3962,14,1977,0,1
27,0,1,0,0,0,151,90,2950,17,1983,6,1
30,0,1,0,0,0,146,67,3250,22,1981,15,0
26.4,0,1,0,0,0,140,88,2870,18,1981,11,1
32,0,1,0,0,0,85,70,1990,17,1977,8,0
20.6,0,0,0,1,0,231,105,3380,16,1979,3,1
18.5,0,0,0,0,1,360,150,3940,13,1980,7,1
33.5,0,1,0,0,0,151,90,2556,13,1980,22,1
38,0,1,0,0,0,91,67,1965,15,1983,13,0
24,0,1,0,0,0,120,97,2489,15,1975,13,0
35,0,1,0,0,0,122,88,2500,15,1981,27,0
34.5,0,1,0,0,0,105,70,2150,15,1980,21,1
22,0,0,0,1,0,198,95,2833,16,1971,21,1
10,0,0,0,0,1,307,200,4376,15,1971,6,1
15,0,0,0,1,0,250,72,3432,21,1976,16,1
26,0,1,0,0,0,108,93,2391,16,1975,25,0
13,0,0,0,0,1,350,165,4274,12,1973,6,1
27,0,1,0,0,0,97,88,2100,17,1973,26,0
13,0,0,0,0,1,400,170,4746,12,1972,11,1
19,1,0,0,0,0,70,97,2330,14,1973,14,0
25,0,1,0,0,0,113,95,2228,14,1972,26,0
11,0,0,0,0,1,318,210,4382,14,1971,9,1
17,0,0,0,1,0,163,125,3140,14,1979,28,0
36,0,1,0,0,0,105,74,1980,15,1983,29,0
