1,2,3,4,5,6,7,8,9,10,11,12,x
14,0,0,0,0,1,455,225,4425,10,1971,22,1
19,0,0,0,1,0,250,88,3302,16,1972,11,1
18,1,0,0,0,0,70,90,2124,14,1974,14,0
16.2,0,0,0,1,0,163,133,3410,16,1979,20,0
24.3,0,1,0,0,0,151,90,3003,20,1981,0,1
17.5,0,0,0,0,1,318,140,4080,14,1979,9,1
19.9,0,0,0,0,1,260,110,3365,16,1979,18,1
32.4,0,1,0,0,0,107,72,2290,17,1981,13,0
20.3,0,0,1,0,0,131,103,2830,16,1979,1,0
31,0,1,0,0,0,112,85,2575,16,1983,22,1
21,0,1,0,0,0,122,86,2226,17,1973,11,1
26,0,1,0,0,0,96,69,2189,18,1973,23,0
14,0,0,0,0,1,400,175,4385,12,1973,22,1
14,0,0,0,0,1,304,150,3672,12,1974,0,1
31.5,0,1,0,0,0,98,68,2045,19,1978,13,0
17.5,0,0,0,0,1,305,140,4215,13,1977,6,1
34,0,1,0,0,0,112,88,2395,18,1983,6,1
18,0,0,0,1,0,250,105,3459,16,1976,6,1
13,0,0,0,0,1,400,190,4422,13,1973,7,1
41.5,0,1,0,0,0,98,76,2144,15,1981,29,0
27.2,0,1,0,0,0,135,84,2490,16,1982,21,1
43.1,0,1,0,0,0,90,48,1985,22,1979,29,0
29,0,1,0,0,0,90,70,1937,14,1976,29,0
19,0,0,0,1,0,225,100,3630,18,1978,21,1
21,0,1,0,0,0,140,72,2401,20,1974,6,1
15,0,0,0,0,1,390,190,3850,9,1971,0,1
13,0,0,0,0,1,307,130,4098,14,1973,6,1
25.4,0,0,0,1,0,168,116,2900,13,1982,26,0
39.1,0,1,0,0,0,79,58,1755,17,1982,26,0
37,0,1,0,0,0,85,65,1975,19,1982,8,0
32,0,1,0,0,0,83,61,2003,19,1975,8,0
15,0,0,0,0,1,383,170,3563,10,1971,9,1
28,0,1,0,0,0,120,79,2625,19,1983,11,1
16,0,0,0,0,1,318,150,4498,15,1976,21,1
39,0,1,0,0,0,86,64,1875,16,1982,21,1
18,0,0,0,1,0,225,105,3121,17,1974,21,1
16,0,0,0,0,1,400,180,4220,11,1978,22,1
25,0,1,0,0,0,110,87,2672,18,1971,20,0
14,0,0,0,0,1,454,220,4354,9,1971,6,1
44.3,0,1,0,0,0,90,48,2085,22,1981,29,0
28,0,1,0,0,0,97,75,2155,16,1977,26,0
29,0,1,0,0,0,135,84,2525,16,1983,9,1
32.1,0,1,0,0,0,98,70,2120,16,1981,6,1
24,0,1,0,0,0,121,110,2660,14,1974,24,0
36.4,0,0,1,0,0,121,67,2950,20,1981,1,0
23.5,0,0,0,1,0,173,110,2725,13,1982,6,1
24,0,1,0,0,0,113,95,2372,15,1971,26,0
17,0,0,0,0,1,305,130,3840,15,1980,6,1
36.1,0,1,0,0,0,91,60,1800,16,1979,13,0
22,0,0,0,1,0,250,105,3353,15,1977,6,1
25.1,0,1,0,0,0,140,88,2720,15,1979,11,1
29,0,1,0,0,0,85,52,2035,22,1977,6,1
13,0,0,0,0,1,400,175,5140,12,1972,22,1
35.7,0,1,0,0,0,98,80,1915,14,1980,9,1
24,0,1,0,0,0,90,75,2108,16,1975,10,0
30.7,0,0,0,1,0,145,76,3160,20,1982,28,0
34.7,0,1,0,0,0,105,63,2215,15,1982,21,1
25,0,1,0,0,0,140,92,2572,15,1977,5,1
31,0,1,0,0,0,79,67,2000,16,1975,10,0
15,0,0,0,0,1,318,150,4135,14,1973,21,1
22,0,1,0,0,0,121,76,2511,18,1973,29,0
27,0,1,0,0,0,97,88,2130,15,1972,8,0
18,0,0,0,1,0,258,110,2962,14,1972,0,1
38,0,1,0,0,0,91,67,1995,16,1983,8,0
26,0,1,0,0,0,121,113,2234,13,1971,2,0
27.4,0,1,0,0,0,121,80,2670,15,1980,0,1
31,0,1,0,0,0,79,67,1950,19,1975,8,0
23.9,0,1,0,0,0,119,97,2405,15,1979,8,0
19,0,1,0,0,0,121,112,2868,16,1974,28,0
25,0,1,0,0,0,140,75,2542,17,1975,6,1
44.6,0,1,0,0,0,91,67,1850,14,1981,13,0
15.5,0,0,0,0,1,318,145,4140,14,1978,9,1
27.9,0,1,0,0,0,156,105,2800,14,1981,9,1
26.6,0,0,0,0,1,350,105,3725,19,1982,18,1
20,0,0,0,1,0,232,100,2914,16,1976,0,1
28,0,1,0,0,0,116,90,2123,14,1972,19,0
30,0,1,0,0,0,111,80,2155,15,1978,3,1
13,0,0,0,0,1,350,155,4502,14,1973,3,1
20,0,1,0,0,0,140,90,2408,20,1973,6,1
20.5,0,0,0,1,0,225,100,3430,17,1979,21,1
13,0,0,0,0,1,350,150,4699,15,1975,3,1
17,0,0,0,0,1,260,110,4060,19,1978,18,1
36,0,1,0,0,0,107,75,2205,15,1983,13,0
20.5,0,0,0,1,0,200,95,3155,18,1979,6,1
25.5,0,1,0,0,0,140,89,2755,16,1978,11,1
20,0,0,0,0,1,262,110,3221,14,1976,6,1
19,0,1,0,0,0,120,88,3270,22,1977,20,0
36,0,1,0,0,0,98,70,2125,17,1983,16,1
28,0,1,0,0,0,140,90,2264,16,1972,6,1
15,0,0,0,1,0,258,110,3730,19,1976,0,1
24,0,1,0,0,0,134,96,2702,14,1976,26,0
31,0,1,0,0,0,91,68,1970,18,1983,14,0
19,0,0,0,1,0,232,100,2901,16,1975,0,1
15,0,0,0,1,0,250,100,3336,17,1975,6,1
18,0,0,0,1,0,225,105,3613,17,1975,21,1
25,0,0,0,1,0,181,110,2945,16,1983,3,1
19.2,0,0,0,1,0,231,105,3535,19,1979,22,1
24,0,1,0,0,0,140,92,2865,16,1983,11,1
18.1,0,0,0,1,0,258,120,3410,15,1979,0,1
23.8,0,1,0,0,0,151,85,2855,18,1979,18,1
15.5,0,0,0,0,1,304,120,3962,14,1977,0,1
27,0,1,0,0,0,151,90,2950,17,1983,6,1
30,0,1,0,0,0,146,67,3250,22,1981,15,0
26.4,0,1,0,0,0,140,88,2870,18,1981,11,1
14,0,0,0,0,1,304,150,4257,16,1975,0,1
26,0,1,0,0,0,97,75,2265,18,1978,26,0
20.6,0,0,0,1,0,231,105,3380,16,1979,3,1
18,0,0,0,1,0,232,100,2789,15,1974,0,1
18.5,0,0,0,0,1,360,150,3940,13,1980,7,1
38,0,1,0,0,0,91,67,1965,15,1983,13,0
24,0,1,0,0,0,120,97,2489,15,1975,13,0
34.5,0,1,0,0,0,105,70,2150,15,1980,21,1
12,0,0,0,0,1,350,160,4456,14,1973,18,1
26,0,1,0,0,0,108,93,2391,16,1975,25,0
39.4,0,1,0,0,0,85,70,2070,19,1979,8,0
13,0,0,0,0,1,350,165,4274,12,1973,6,1
37,0,1,0,0,0,119,92,2434,15,1981,8,0
13,0,0,0,0,1,400,170,4746,12,1972,11,1
30.5,0,1,0,0,0,97,78,2190,14,1978,29,0
19,1,0,0,0,0,70,97,2330,14,1973,14,0
33,0,1,0,0,0,105,74,2190,14,1982,29,0
25,0,1,0,0,0,113,95,2228,14,1972,26,0
25.5,0,1,0,0,0,122,96,2300,16,1978,21,1
11,0,0,0,0,1,318,210,4382,14,1971,9,1
17,0,0,0,1,0,163,125,3140,14,1979,28,0
