1,2,3,4,5,6,7,8,9,10,11,12,x
38,0,1,0,0,0,91,67,1995,16,1983,8,0
28,0,1,0,0,0,112,88,2605,20,1983,6,1
36,0,1,0,0,0,135,84,2370,13,1983,9,1
27.4,0,1,0,0,0,121,80,2670,15,1980,0,1
31,0,1,0,0,0,79,67,1950,19,1975,8,0
19.4,0,0,0,1,0,232,90,3210,17,1979,0,1
19,0,1,0,0,0,121,112,2868,16,1974,28,0
25,0,1,0,0,0,140,75,2542,17,1975,6,1
44.6,0,1,0,0,0,91,67,1850,14,1981,13,0
15.5,0,0,0,0,1,318,145,4140,14,1978,9,1
23.7,1,0,0,0,0,70,100,2420,13,1981,14,0
27.9,0,1,0,0,0,156,105,2800,14,1981,9,1
26.6,0,0,0,0,1,350,105,3725,19,1982,18,1
15,0,0,0,0,1,304,150,3892,13,1973,0,1
30,0,1,0,0,0,111,80,2155,15,1978,3,1
22.3,0,1,0,0,0,140,88,2890,17,1980,11,1
13,0,0,0,0,1,350,155,4502,14,1973,3,1
20,0,1,0,0,0,140,90,2408,20,1973,6,1
15.5,0,0,0,0,1,350,170,4165,11,1978,6,1
17,0,0,0,0,1,260,110,4060,19,1978,18,1
34.1,0,1,0,0,0,91,68,1985,16,1982,14,0
36,0,1,0,0,0,107,75,2205,15,1983,13,0
24.2,0,0,0,1,0,146,120,2930,14,1982,8,0
12,0,0,0,0,1,383,180,4955,12,1972,9,1
19,0,0,0,1,0,232,90,3211,17,1976,0,1
36,0,1,0,0,0,98,70,2125,17,1983,16,1
28,0,1,0,0,0,140,90,2264,16,1972,6,1
33.7,0,1,0,0,0,107,75,2210,14,1982,13,0
19,0,0,0,1,0,232,100,2901,16,1975,0,1
15,0,0,0,1,0,250,100,3336,17,1975,6,1
25,0,0,0,1,0,181,110,2945,16,1983,3,1
19,0,1,0,0,0,122,85,2310,19,1974,11,1
19.2,0,0,0,1,0,231,105,3535,19,1979,22,1
32.3,0,1,0,0,0,97,67,2065,18,1982,25,0
18.6,0,0,0,1,0,225,110,3620,19,1979,9,1
18.1,0,0,0,1,0,258,120,3410,15,1979,0,1
15,0,0,0,0,1,318,150,3777,13,1974,9,1
27,0,1,0,0,0,151,90,2950,17,1983,6,1
30,0,1,0,0,0,146,67,3250,22,1981,15,0
26.4,0,1,0,0,0,140,88,2870,18,1981,11,1
20.6,0,0,0,1,0,231,105,3380,16,1979,3,1
18,0,0,0,1,0,232,100,2789,15,1974,0,1
38,0,1,0,0,0,91,67,1965,15,1983,13,0
24,0,1,0,0,0,120,97,2489,15,1975,13,0
22,0,0,0,1,0,198,95,2833,16,1971,21,1
12,0,0,0,0,1,350,160,4456,14,1973,18,1
26,0,1,0,0,0,108,93,2391,16,1975,25,0
39.4,0,1,0,0,0,85,70,2070,19,1979,8,0
28,0,1,0,0,0,98,80,2164,15,1973,9,1
13,0,0,0,0,1,350,165,4274,12,1973,6,1
20,0,0,0,1,0,225,100,3651,18,1977,9,1
37,0,1,0,0,0,119,92,2434,15,1981,8,0
13,0,0,0,0,1,400,170,4746,12,1972,11,1
30.5,0,1,0,0,0,97,78,2190,14,1978,29,0
19,1,0,0,0,0,70,97,2330,14,1973,14,0
36,0,1,0,0,0,79,58,1825,19,1978,23,0
33,0,1,0,0,0,105,74,2190,14,1982,29,0
25,0,1,0,0,0,113,95,2228,14,1972,26,0
17,0,0,0,1,0,163,125,3140,14,1979,28,0
36,0,1,0,0,0,105,74,1980,15,1983,29,0
