1,2,3,4,5,6,7,8,9,10,11,12,x
27,0,1,0,0,0,151,90,2735,18,1983,22,1
31.3,0,1,0,0,0,120,75,2542,18,1981,14,0
19,0,0,0,1,0,250,88,3302,16,1972,11,1
18,1,0,0,0,0,70,90,2124,14,1974,14,0
29.5,0,1,0,0,0,98,68,2135,17,1979,13,0
19,0,0,0,1,0,232,100,2634,13,1972,0,1
16.2,0,0,0,1,0,163,133,3410,16,1979,20,0
17.5,0,0,0,0,1,318,140,4080,14,1979,9,1
23,0,0,0,1,0,198,95,2904,16,1974,21,1
19.9,0,0,0,0,1,260,110,3365,16,1979,18,1
26,0,1,0,0,0,156,92,2585,15,1983,7,1
38,0,1,0,0,0,105,63,2125,15,1983,21,1
32.4,0,1,0,0,0,107,72,2290,17,1981,13,0
20.3,0,0,1,0,0,131,103,2830,16,1979,1,0
21,0,1,0,0,0,122,86,2226,17,1973,11,1
14,0,0,0,0,1,304,150,3672,12,1974,0,1
31.5,0,1,0,0,0,98,68,2045,19,1978,13,0
19.8,0,0,0,1,0,200,85,2990,18,1980,16,1
18,0,0,0,0,1,318,150,3436,11,1971,21,1
18,0,0,0,1,0,250,105,3459,16,1976,6,1
13,0,0,0,0,1,318,150,3940,13,1977,21,1
14,0,0,0,0,1,351,153,4129,13,1973,11,1
25.8,0,1,0,0,0,156,92,2620,14,1982,9,1
28.4,0,1,0,0,0,151,90,2670,16,1980,3,1
15,0,0,0,0,1,350,145,4082,13,1974,6,1
14,0,0,0,0,1,318,150,4077,14,1973,21,1
41.5,0,1,0,0,0,98,76,2144,15,1981,29,0
27.2,0,1,0,0,0,135,84,2490,16,1982,21,1
43.1,0,1,0,0,0,90,48,1985,22,1979,29,0
23,0,1,0,0,0,140,83,2639,17,1976,11,1
19,0,0,0,1,0,225,100,3630,18,1978,21,1
15,0,0,0,0,1,390,190,3850,9,1971,0,1
25.4,0,0,0,1,0,168,116,2900,13,1982,26,0
22,0,0,0,1,0,146,97,2815,15,1978,8,0
17.7,0,0,0,1,0,231,165,3445,13,1979,3,1
39.1,0,1,0,0,0,79,58,1755,17,1982,26,0
30,0,1,0,0,0,79,70,2074,20,1972,20,0
32.9,0,1,0,0,0,119,100,2615,15,1982,8,0
21.6,0,1,0,0,0,121,115,2795,16,1979,24,0
14,0,0,0,0,1,318,150,4457,14,1975,9,1
14,0,0,0,0,1,302,137,4042,15,1974,11,1
31,0,1,0,0,0,76,52,1649,17,1975,26,0
21,0,0,0,1,0,200,85,2587,16,1971,11,1
27,0,1,0,0,0,140,86,2790,16,1983,11,1
28,0,1,0,0,0,120,79,2625,19,1983,11,1
16,0,0,0,0,1,318,150,4498,15,1976,21,1
20.2,0,0,0,1,0,200,85,2965,16,1979,11,1
23,0,1,0,0,0,122,86,2220,14,1972,16,1
13,0,0,0,0,1,350,145,4055,12,1977,6,1
18,0,0,0,1,0,225,105,3121,17,1974,21,1
16,0,0,0,0,1,400,180,4220,11,1978,22,1
14,0,0,0,0,1,454,220,4354,9,1971,6,1
15,0,0,0,0,1,318,150,3399,11,1974,9,1
44.3,0,1,0,0,0,90,48,2085,22,1981,29,0
29,0,1,0,0,0,135,84,2525,16,1983,9,1
36.4,0,0,1,0,0,121,67,2950,20,1981,1,0
18,0,0,0,1,0,232,100,3288,16,1972,0,1
22,0,0,0,1,0,250,105,3353,15,1977,6,1
24,0,1,0,0,0,90,75,2108,16,1975,10,0
32.8,0,1,0,0,0,78,52,1985,19,1979,14,0
34.7,0,1,0,0,0,105,63,2215,15,1982,21,1
31,0,1,0,0,0,79,67,2000,16,1975,10,0
25,0,1,0,0,0,104,95,2375,18,1971,24,0
27,0,1,0,0,0,97,88,2130,15,1972,8,0
18,0,0,0,1,0,258,110,2962,14,1972,0,1
26,0,1,0,0,0,121,113,2234,13,1971,2,0
27.4,0,1,0,0,0,121,80,2670,15,1980,0,1
21.5,0,0,0,1,0,231,115,3245,15,1980,22,1
23.9,0,1,0,0,0,119,97,2405,15,1979,8,0
15.5,0,0,0,0,1,318,145,4140,14,1978,9,1
25,0,1,0,0,0,90,71,2223,17,1976,29,0
23.7,1,0,0,0,0,70,100,2420,13,1981,14,0
27.9,0,1,0,0,0,156,105,2800,14,1981,9,1
26.6,0,0,0,0,1,350,105,3725,19,1982,18,1
20,0,0,0,1,0,232,100,2914,16,1976,0,1
22.3,0,1,0,0,0,140,88,2890,17,1980,11,1
29.8,0,1,0,0,0,89,62,1845,15,1981,29,0
15.5,0,0,0,0,1,350,170,4165,11,1978,6,1
20.5,0,0,0,1,0,225,100,3430,17,1979,21,1
17,0,0,0,0,1,260,110,4060,19,1978,18,1
34.1,0,1,0,0,0,91,68,1985,16,1982,14,0
36,0,1,0,0,0,107,75,2205,15,1983,13,0
20.5,0,0,0,1,0,200,95,3155,18,1979,6,1
26,0,1,0,0,0,122,80,2451,17,1975,11,1
25.5,0,1,0,0,0,140,89,2755,16,1978,11,1
20,0,0,0,0,1,262,110,3221,14,1976,6,1
19,0,1,0,0,0,120,88,3270,22,1977,20,0
36,0,1,0,0,0,98,70,2125,17,1983,16,1
15,0,0,0,1,0,258,110,3730,19,1976,0,1
24,0,1,0,0,0,134,96,2702,14,1976,26,0
31,0,1,0,0,0,91,68,1970,18,1983,14,0
19,0,0,0,1,0,225,95,3264,16,1976,21,1
33.7,0,1,0,0,0,107,75,2210,14,1982,13,0
30,0,1,0,0,0,135,84,2385,13,1982,21,1
19,0,0,0,1,0,232,100,2901,16,1975,0,1
18,0,0,0,1,0,225,105,3613,17,1975,21,1
19,0,1,0,0,0,122,85,2310,19,1974,11,1
32.3,0,1,0,0,0,97,67,2065,18,1982,25,0
24,0,1,0,0,0,140,92,2865,16,1983,11,1
18.6,0,0,0,1,0,225,110,3620,19,1979,9,1
18.1,0,0,0,1,0,258,120,3410,15,1979,0,1
22,0,1,0,0,0,140,72,2408,19,1972,6,1
30,0,1,0,0,0,146,67,3250,22,1981,15,0
32,0,1,0,0,0,85,70,1990,17,1977,8,0
14,0,0,0,0,1,400,175,4464,12,1972,22,1
18,0,0,0,1,0,232,100,2789,15,1974,0,1
33.5,0,1,0,0,0,151,90,2556,13,1980,22,1
35,0,1,0,0,0,122,88,2500,15,1981,27,0
34.5,0,1,0,0,0,105,70,2150,15,1980,21,1
22,0,0,0,1,0,198,95,2833,16,1971,21,1
10,0,0,0,0,1,307,200,4376,15,1971,6,1
15,0,0,0,1,0,250,72,3432,21,1976,16,1
11,0,0,0,0,1,429,208,4633,11,1973,16,1
26,0,1,0,0,0,108,93,2391,16,1975,25,0
39.4,0,1,0,0,0,85,70,2070,19,1979,8,0
13,0,0,0,0,1,350,165,4274,12,1973,6,1
19,0,0,0,1,0,250,100,3282,15,1972,22,1
13,0,0,0,0,1,400,170,4746,12,1972,11,1
30.5,0,1,0,0,0,97,78,2190,14,1978,29,0
17.6,0,0,0,0,1,302,129,3725,13,1980,11,1
33,0,1,0,0,0,105,74,2190,14,1982,29,0
21,0,0,0,1,0,155,107,2472,14,1974,16,1
11,0,0,0,0,1,318,210,4382,14,1971,9,1
17,0,0,0,1,0,163,125,3140,14,1979,28,0
36,0,1,0,0,0,105,74,1980,15,1983,29,0
