1,2,3,4,5,6,7,8,9,10,11,12,x
29.5,0,1,0,0,0,98,68,2135,17,1979,13,0
19,0,0,0,1,0,232,100,2634,13,1972,0,1
16.2,0,0,0,1,0,163,133,3410,16,1979,20,0
17.5,0,0,0,0,1,318,140,4080,14,1979,9,1
18,0,0,0,1,0,171,97,2984,15,1976,11,1
23,0,0,0,1,0,198,95,2904,16,1974,21,1
23,0,1,0,0,0,97,54,2254,24,1973,29,0
19.9,0,0,0,0,1,260,110,3365,16,1979,18,1
20,0,0,0,1,0,156,122,2807,14,1974,26,0
32.4,0,1,0,0,0,107,72,2290,17,1981,13,0
29,0,1,0,0,0,68,49,1867,20,1974,10,0
26,0,1,0,0,0,96,69,2189,18,1973,23,0
14,0,0,0,0,1,304,150,3672,12,1974,0,1
18,0,0,0,1,0,250,105,3459,16,1976,6,1
13,0,0,0,0,1,318,150,3940,13,1977,21,1
14,0,0,0,0,1,351,153,4129,13,1973,11,1
13,0,0,0,0,1,440,215,4735,11,1974,7,1
28.4,0,1,0,0,0,151,90,2670,16,1980,3,1
13,0,0,0,0,1,400,190,4422,13,1973,7,1
15,0,0,0,0,1,350,145,4082,13,1974,6,1
14,0,0,0,0,1,318,150,4077,14,1973,21,1
27.2,0,1,0,0,0,135,84,2490,16,1982,21,1
43.1,0,1,0,0,0,90,48,1985,22,1979,29,0
33.5,0,1,0,0,0,85,70,1945,17,1978,8,0
26,0,1,0,0,0,116,75,2246,14,1975,10,0
23.9,0,0,0,0,1,260,90,3420,22,1980,18,1
19,0,0,0,1,0,225,100,3630,18,1978,21,1
40.8,0,1,0,0,0,85,65,2110,19,1981,8,0
18,0,0,0,1,0,250,88,3021,17,1974,11,1
13,0,0,0,0,1,307,130,4098,14,1973,6,1
25.4,0,0,0,1,0,168,116,2900,13,1982,26,0
22,0,0,0,1,0,225,100,3233,15,1977,21,1
32.9,0,1,0,0,0,119,100,2615,15,1982,8,0
37,0,1,0,0,0,85,65,1975,19,1982,8,0
15,0,0,0,0,1,302,130,4295,15,1978,16,1
17.5,0,0,0,1,0,258,95,3193,18,1977,0,1
21.6,0,1,0,0,0,121,115,2795,16,1979,24,0
14,0,0,0,0,1,302,137,4042,15,1974,11,1
10,0,0,0,0,1,360,215,4615,14,1971,11,1
31,0,1,0,0,0,76,52,1649,17,1975,26,0
21,0,0,0,1,0,200,85,2587,16,1971,11,1
27,0,1,0,0,0,140,86,2790,16,1983,11,1
23,0,1,0,0,0,140,78,2592,19,1976,22,1
13,0,0,0,0,1,350,145,4055,12,1977,6,1
25,0,1,0,0,0,110,87,2672,18,1971,20,0
14,0,0,0,0,1,454,220,4354,9,1971,6,1
15,0,0,0,0,1,318,150,3399,11,1974,9,1
28,0,1,0,0,0,97,75,2155,16,1977,26,0
29,0,1,0,0,0,135,84,2525,16,1983,9,1
13,0,0,0,0,1,350,145,3988,13,1974,6,1
23.5,0,0,0,1,0,173,110,2725,13,1982,6,1
24,0,1,0,0,0,113,95,2372,15,1971,26,0
17,0,0,0,0,1,305,130,3840,15,1980,6,1
36.1,0,1,0,0,0,91,60,1800,16,1979,13,0
25.1,0,1,0,0,0,140,88,2720,15,1979,11,1
29,0,1,0,0,0,85,52,2035,22,1977,6,1
20.5,0,0,0,1,0,231,105,3425,17,1978,3,1
9,0,0,0,0,1,304,193,4732,19,1971,12,1
35.7,0,1,0,0,0,98,80,1915,14,1980,9,1
24,0,1,0,0,0,90,75,2108,16,1975,10,0
30.7,0,0,0,1,0,145,76,3160,20,1982,28,0
32.8,0,1,0,0,0,78,52,1985,19,1979,14,0
16,0,0,0,1,0,258,110,3632,18,1975,0,1
22,0,1,0,0,0,121,76,2511,18,1973,29,0
25,0,1,0,0,0,104,95,2375,18,1971,24,0
18,0,0,0,1,0,258,110,2962,14,1972,0,1
32,0,1,0,0,0,71,65,1836,21,1975,26,0
38,0,1,0,0,0,91,67,1995,16,1983,8,0
36,0,1,0,0,0,135,84,2370,13,1983,9,1
27.4,0,1,0,0,0,121,80,2670,15,1980,0,1
21.5,0,0,0,1,0,231,115,3245,15,1980,22,1
19,0,1,0,0,0,121,112,2868,16,1974,28,0
25,0,1,0,0,0,140,75,2542,17,1975,6,1
25,0,1,0,0,0,90,71,2223,17,1976,29,0
26.6,0,0,0,0,1,350,105,3725,19,1982,18,1
29.8,0,1,0,0,0,89,62,1845,15,1981,29,0
24.5,0,1,0,0,0,98,60,2164,22,1977,6,1
20,0,1,0,0,0,140,90,2408,20,1973,6,1
15.5,0,0,0,0,1,350,170,4165,11,1978,6,1
17,0,0,0,0,1,260,110,4060,19,1978,18,1
34.1,0,1,0,0,0,91,68,1985,16,1982,14,0
36,0,1,0,0,0,107,75,2205,15,1983,13,0
20.5,0,0,0,1,0,200,95,3155,18,1979,6,1
26,0,1,0,0,0,122,80,2451,17,1975,11,1
12,0,0,0,0,1,383,180,4955,12,1972,9,1
20,0,0,0,0,1,262,110,3221,14,1976,6,1
19,0,0,0,1,0,232,90,3211,17,1976,0,1
36,0,1,0,0,0,98,70,2125,17,1983,16,1
28,0,1,0,0,0,140,90,2264,16,1972,6,1
15,0,0,0,1,0,258,110,3730,19,1976,0,1
24,0,1,0,0,0,134,96,2702,14,1976,26,0
13,0,0,0,0,1,302,130,3870,15,1977,11,1
30,0,1,0,0,0,135,84,2385,13,1982,21,1
15,0,0,0,1,0,250,100,3336,17,1975,6,1
18,0,0,0,1,0,225,105,3613,17,1975,21,1
19,0,1,0,0,0,122,85,2310,19,1974,11,1
32.3,0,1,0,0,0,97,67,2065,18,1982,25,0
24,0,1,0,0,0,140,92,2865,16,1983,11,1
18.6,0,0,0,1,0,225,110,3620,19,1979,9,1
15,0,0,0,0,1,318,150,3777,13,1974,9,1
27,0,1,0,0,0,151,90,2950,17,1983,6,1
30,0,1,0,0,0,146,67,3250,22,1981,15,0
26.4,0,1,0,0,0,140,88,2870,18,1981,11,1
14,0,0,0,0,1,400,175,4464,12,1972,22,1
14,0,0,0,0,1,304,150,4257,16,1975,0,1
18.5,0,0,0,0,1,360,150,3940,13,1980,7,1
33.5,0,1,0,0,0,151,90,2556,13,1980,22,1
24,0,1,0,0,0,120,97,2489,15,1975,13,0
34.5,0,1,0,0,0,105,70,2150,15,1980,21,1
22,0,0,0,1,0,198,95,2833,16,1971,21,1
12,0,0,0,0,1,350,160,4456,14,1973,18,1
11,0,0,0,0,1,429,208,4633,11,1973,16,1
26,0,1,0,0,0,108,93,2391,16,1975,25,0
28,0,1,0,0,0,98,80,2164,15,1973,9,1
13,0,0,0,0,1,350,165,4274,12,1973,6,1
19,0,0,0,1,0,250,100,3282,15,1972,22,1
20,0,0,0,1,0,225,100,3651,18,1977,9,1
13,0,0,0,0,1,400,170,4746,12,1972,11,1
30.5,0,1,0,0,0,97,78,2190,14,1978,29,0
19,1,0,0,0,0,70,97,2330,14,1973,14,0
36,0,1,0,0,0,79,58,1825,19,1978,23,0
25,0,1,0,0,0,113,95,2228,14,1972,26,0
25.5,0,1,0,0,0,122,96,2300,16,1978,21,1
17,0,0,0,1,0,163,125,3140,14,1979,28,0
36,0,1,0,0,0,105,74,1980,15,1983,29,0
