1,2,3,4,5,6,7,8,9,10,11,12,x
29,0,1,0,0,0,90,70,1937,14,1977,29,0
13,0,0,0,0,1,360,175,3821,11,1974,0,1
22,0,1,0,0,0,108,94,2379,17,1974,8,0
46.6,0,1,0,0,0,86,65,2110,18,1981,14,0
14,0,0,0,0,1,318,150,4237,15,1974,21,1
26,0,1,0,0,0,97,46,1950,21,1974,29,0
17.5,0,0,0,0,1,305,145,3880,13,1978,6,1
20,0,0,0,1,0,198,95,3102,17,1975,21,1
27,0,1,0,0,0,112,88,2640,19,1983,6,1
24,0,1,0,0,0,119,97,2545,17,1976,8,0
29,0,1,0,0,0,98,83,2219,17,1975,1,0
21.1,0,1,0,0,0,134,95,2515,15,1979,26,0
26,0,1,0,0,0,98,90,2265,16,1974,10,0
25,0,1,0,0,0,116,81,2220,17,1977,19,0
18,0,0,0,1,0,199,97,2774,16,1971,0,1
17.6,0,0,0,1,0,225,85,3465,17,1982,7,1
31,0,1,0,0,0,119,82,2720,19,1983,6,1
34.1,0,1,0,0,0,86,65,1975,15,1980,14,0
16,0,0,0,1,0,250,100,3781,17,1975,6,1
11,0,0,0,0,1,400,150,4997,14,1974,6,1
25,0,1,0,0,0,98,80,2126,17,1973,9,1
34.2,0,1,0,0,0,105,70,2200,13,1980,21,1
30,0,1,0,0,0,88,76,2065,15,1972,10,0
18,0,1,0,0,0,121,112,2933,15,1973,28,0
16,0,0,0,0,1,351,149,4335,15,1978,11,1
33,0,1,0,0,0,91,53,1795,18,1976,13,0
21,0,0,0,1,0,231,110,3039,15,1976,3,1
34.4,0,1,0,0,0,98,65,2045,16,1982,11,1
15,0,0,0,0,1,429,198,4341,10,1971,11,1
27,0,1,0,0,0,101,83,2202,15,1977,23,0
26,0,1,0,0,0,79,67,1963,16,1975,29,0
16,0,0,0,0,1,400,170,4668,12,1976,22,1
27,0,1,0,0,0,97,60,1834,19,1972,29,0
26.5,0,1,0,0,0,140,72,2565,14,1977,11,1
13,0,0,0,0,1,360,170,4654,13,1974,21,1
20,0,1,0,0,0,114,91,2582,14,1974,1,0
26,0,1,0,0,0,97,78,2300,15,1975,19,0
12,0,0,0,0,1,455,225,4951,11,1974,3,1
17,0,0,0,0,1,304,150,3672,12,1973,0,1
15,0,0,0,0,1,350,145,4440,14,1976,6,1
26,0,1,0,0,0,91,70,1955,21,1972,21,1
13,0,0,0,0,1,302,129,3169,12,1976,11,1
26.8,0,0,0,1,0,173,115,2700,13,1980,18,1
32,0,1,0,0,0,144,96,2665,14,1983,26,0
20.6,0,0,0,1,0,225,110,3360,17,1980,9,1
27,0,1,0,0,0,151,90,2735,18,1983,22,1
15,0,0,0,0,1,350,165,3693,12,1971,3,1
27.5,0,1,0,0,0,134,95,2560,14,1979,26,0
15,0,0,0,1,0,250,72,3158,20,1976,11,1
29.5,0,1,0,0,0,98,68,2135,17,1979,13,0
19,0,0,0,1,0,232,100,2634,13,1972,0,1
17.5,0,0,0,0,1,318,140,4080,14,1979,9,1
18,0,0,0,1,0,171,97,2984,15,1976,11,1
23,0,0,0,1,0,198,95,2904,16,1974,21,1
19.9,0,0,0,0,1,260,110,3365,16,1979,18,1
20,0,0,0,1,0,156,122,2807,14,1974,26,0
38,0,1,0,0,0,105,63,2125,15,1983,21,1
21,0,1,0,0,0,122,86,2226,17,1973,11,1
14,0,0,0,0,1,304,150,3672,12,1974,0,1
20.2,0,0,0,0,1,302,139,3570,13,1979,16,1
34,0,1,0,0,0,112,88,2395,18,1983,6,1
13,0,0,0,0,1,318,150,3940,13,1977,21,1
13,0,0,0,0,1,440,215,4735,11,1974,7,1
25.8,0,1,0,0,0,156,92,2620,14,1982,9,1
14,0,0,0,0,1,318,150,4077,14,1973,21,1
41.5,0,1,0,0,0,98,76,2144,15,1981,29,0
27.2,0,1,0,0,0,135,84,2490,16,1982,21,1
43.1,0,1,0,0,0,90,48,1985,22,1979,29,0
29,0,1,0,0,0,90,70,1937,14,1976,29,0
33.5,0,1,0,0,0,85,70,1945,17,1978,8,0
26,0,1,0,0,0,116,75,2246,14,1975,10,0
23.9,0,0,0,0,1,260,90,3420,22,1980,18,1
19,0,0,0,1,0,225,100,3630,18,1978,21,1
18,0,0,0,1,0,250,88,3021,17,1974,11,1
25.4,0,0,0,1,0,168,116,2900,13,1982,26,0
22,0,0,0,1,0,225,100,3233,15,1977,21,1
32.9,0,1,0,0,0,119,100,2615,15,1982,8,0
28.8,0,0,0,1,0,173,115,2595,11,1980,6,1
15,0,0,0,0,1,302,130,4295,15,1978,16,1
16.5,0,0,0,1,0,168,120,3820,17,1977,15,0
31,0,1,0,0,0,76,52,1649,17,1975,26,0
21,0,0,0,1,0,200,85,2587,16,1971,11,1
27,0,1,0,0,0,140,86,2790,16,1983,11,1
28,0,1,0,0,0,120,79,2625,19,1983,11,1
23,0,1,0,0,0,140,78,2592,19,1976,22,1
20,0,1,0,0,0,130,102,3150,16,1977,28,0
16,0,0,0,0,1,400,180,4220,11,1978,22,1
25,0,1,0,0,0,110,87,2672,18,1971,20,0
44.3,0,1,0,0,0,90,48,2085,22,1981,29,0
28,0,1,0,0,0,97,75,2155,16,1977,26,0
36.4,0,0,1,0,0,121,67,2950,20,1981,1,0
13,0,0,0,0,1,350,145,3988,13,1974,6,1
23.5,0,0,0,1,0,173,110,2725,13,1982,6,1
17,0,0,0,0,1,305,130,3840,15,1980,6,1
36.1,0,1,0,0,0,91,60,1800,16,1979,13,0
22,0,0,0,1,0,232,112,2835,15,1983,11,1
18,0,0,0,1,0,232,100,3288,16,1972,0,1
29,0,1,0,0,0,85,52,2035,22,1977,6,1
20.5,0,0,0,1,0,231,105,3425,17,1978,3,1
35.7,0,1,0,0,0,98,80,1915,14,1980,9,1
24,0,1,0,0,0,90,75,2108,16,1975,10,0
30.7,0,0,0,1,0,145,76,3160,20,1982,28,0
32.8,0,1,0,0,0,78,52,1985,19,1979,14,0
16,0,0,0,1,0,258,110,3632,18,1975,0,1
25,0,1,0,0,0,140,92,2572,15,1977,5,1
29.8,0,1,0,0,0,134,90,2711,16,1981,26,0
22,0,1,0,0,0,121,76,2511,18,1973,29,0
27,0,1,0,0,0,97,88,2130,15,1972,8,0
37,0,1,0,0,0,91,68,2025,18,1983,14,0
18,0,0,0,1,0,258,110,2962,14,1972,0,1
32,0,1,0,0,0,71,65,1836,21,1975,26,0
38,0,1,0,0,0,91,67,1995,16,1983,8,0
26,0,1,0,0,0,121,113,2234,13,1971,2,0
36,0,1,0,0,0,135,84,2370,13,1983,9,1
27.4,0,1,0,0,0,121,80,2670,15,1980,0,1
21.5,0,0,0,1,0,231,115,3245,15,1980,22,1
31,0,1,0,0,0,79,67,1950,19,1975,8,0
23.9,0,1,0,0,0,119,97,2405,15,1979,8,0
19.4,0,0,0,1,0,232,90,3210,17,1979,0,1
25,0,1,0,0,0,140,75,2542,17,1975,6,1
15.5,0,0,0,0,1,318,145,4140,14,1978,9,1
27.9,0,1,0,0,0,156,105,2800,14,1981,9,1
26.6,0,0,0,0,1,350,105,3725,19,1982,18,1
20,0,0,0,1,0,232,100,2914,16,1976,0,1
28,0,1,0,0,0,116,90,2123,14,1972,19,0
22.3,0,1,0,0,0,140,88,2890,17,1980,11,1
20,0,1,0,0,0,140,90,2408,20,1973,6,1
15.5,0,0,0,0,1,350,170,4165,11,1978,6,1
34.1,0,1,0,0,0,91,68,1985,16,1982,14,0
13,0,0,0,0,1,302,140,4294,16,1973,11,1
26,0,1,0,0,0,122,80,2451,17,1975,11,1
25.5,0,1,0,0,0,140,89,2755,16,1978,11,1
24,0,1,0,0,0,134,96,2702,14,1976,26,0
31,0,1,0,0,0,91,68,1970,18,1983,14,0
19,0,0,0,1,0,225,95,3264,16,1976,21,1
13,0,0,0,0,1,302,130,3870,15,1977,11,1
30,0,1,0,0,0,98,68,2155,17,1979,6,1
30,0,1,0,0,0,135,84,2385,13,1982,21,1
18,0,0,0,1,0,225,105,3613,17,1975,21,1
25,0,0,0,1,0,181,110,2945,16,1983,3,1
14,0,0,0,0,1,351,153,4154,14,1972,11,1
19,0,1,0,0,0,122,85,2310,19,1974,11,1
18.6,0,0,0,1,0,225,110,3620,19,1979,9,1
18.1,0,0,0,1,0,258,120,3410,15,1979,0,1
15,0,0,0,0,1,318,150,3777,13,1974,9,1
22,0,1,0,0,0,140,72,2408,19,1972,6,1
27,0,1,0,0,0,151,90,2950,17,1983,6,1
26.4,0,1,0,0,0,140,88,2870,18,1981,11,1
20.6,0,0,0,1,0,231,105,3380,16,1979,3,1
18,0,0,0,1,0,232,100,2789,15,1974,0,1
38,0,1,0,0,0,91,67,1965,15,1983,13,0
34.5,0,1,0,0,0,105,70,2150,15,1980,21,1
10,0,0,0,0,1,307,200,4376,15,1971,6,1
11,0,0,0,0,1,429,208,4633,11,1973,16,1
26,0,1,0,0,0,108,93,2391,16,1975,25,0
19,0,0,0,1,0,250,100,3282,15,1972,22,1
30.5,0,1,0,0,0,97,78,2190,14,1978,29,0
17.6,0,0,0,0,1,302,129,3725,13,1980,11,1
33,0,1,0,0,0,105,74,2190,14,1982,29,0
25,0,1,0,0,0,113,95,2228,14,1972,26,0
11,0,0,0,0,1,318,210,4382,14,1971,9,1
17,0,0,0,1,0,163,125,3140,14,1979,28,0
